step,train_loss,test_loss,test_acc
0,145787.015625,113830.69921875,11.17
200,2372.4775390625,2874.216357421875,9.66
400,1168.8072509765625,1320.3480224609375,9.75
600,595.9185180664062,760.8935852050781,9.84
800,358.4664611816406,485.49793395996096,9.6
1000,267.0697021484375,326.4324035644531,10.46
1200,157.575927734375,224.4010467529297,10.52
1400,108.30958557128906,155.62984771728514,10.95
1600,81.49811553955078,109.54732208251953,10.62
1800,46.87425994873047,77.19750328063965,10.61
2000,32.25200653076172,48.22895622253418,10.36
2200,14.005962371826172,23.442661094665528,11.55
2400,5.007297515869141,11.421383714675903,12.42
2600,1.5657312870025635,8.172650003433228,11.57
2800,0.836428701877594,6.6374840259552,11.46
3000,1.140683889389038,5.718786144256592,11.11
3200,0.8088370561599731,5.109344744682312,11.02
3400,0.7313214540481567,4.674759578704834,10.85
3600,0.8341615200042725,4.343519794940948,10.77
3800,0.32009950280189514,4.077264392375946,10.67
4000,0.2632121741771698,3.861135745048523,10.65
4200,0.29978546500205994,3.6780741274356843,10.63
4400,0.2040310800075531,3.5252913296222688,10.55
4600,0.11488576978445053,3.396396791934967,10.54
4800,0.15491174161434174,3.289978379011154,10.52
5000,0.12690502405166626,3.195680910348892,10.52
5200,0.12838782370090485,3.1160720229148864,10.49
5400,0.11918812245130539,3.049490362405777,10.49
5600,0.12857049703598022,2.992323076725006,10.46
5800,0.11534380167722702,2.942975276708603,10.45
6000,0.10210257768630981,2.9012111723423004,10.45
6200,0.09117402136325836,2.8651545643806458,10.44
6400,0.10682692378759384,2.833007836341858,10.44
6600,0.094351626932621,2.8044102609157564,10.42
6800,0.0900215357542038,2.778864485025406,10.39
7000,0.10403662919998169,2.7387863397598267,11.84
7200,0.0979519709944725,2.6083578765392303,11.8
7400,0.09210386127233505,2.5608849823474884,11.79
7600,0.09044661372900009,2.554809147119522,11.79
7800,0.09048883616924286,2.551037257909775,11.8
8000,0.1825917661190033,2.51847665309906,11.81
8200,0.08996877074241638,2.3855561673641206,11.79
8400,0.09291204065084457,2.3632510602474213,11.74
8600,0.09137875586748123,2.2619032323360444,11.79
8800,0.09087465703487396,2.2810369610786436,11.77
9000,0.09736587107181549,1.8290866613388062,11.72
9200,0.0946802943944931,1.6417147547006607,11.7
9400,0.09018802642822266,1.6040567219257356,11.71
9600,0.10288108885288239,1.5946478068828582,11.69
