step,train_loss,test_loss,test_acc
0,0.631294846534729,0.33312890529632566,11.59
200,0.007136063184589148,0.030038992501795293,89.97
400,0.0021394980140030384,0.028665480948984624,90.66
600,0.0007005713414400816,0.028665652498602867,90.41
800,0.0003091722901444882,0.028797324188053607,90.47
1000,0.0001538686774438247,0.028892771527171134,90.35
1200,9.20272505027242e-05,0.028971603699028493,90.27
1400,6.214686436578631e-05,0.02902234923094511,90.24
1600,3.763657878153026e-05,0.029061564058065415,90.25
1800,3.179792474838905e-05,0.029069695435464383,90.26
2000,6.762376870028675e-05,0.028922221809625625,90.36
2200,8.094287477433681e-05,0.02881132923066616,90.21
2400,0.00041273984243161976,0.028360683098435403,90.47
2600,0.00011120294220745564,0.027528333477675915,90.5
2800,5.133085869601928e-05,0.02737983111292124,90.64
3000,0.00020481416140682995,0.027293418534100056,90.58
3200,0.00024304617545567453,0.02650468237698078,90.87
3400,0.00022181608073879033,0.025978775694966316,90.86
3600,0.00014313423889689147,0.025730416364967822,90.72
3800,9.200703061651438e-05,0.025275368615984915,91.06
4000,0.0002948514884337783,0.02480607107281685,91.06
4200,0.0002525345189496875,0.024237092398107053,91.21
4400,0.00011208635987713933,0.02393427547067404,91.34
4600,0.00010026743257185444,0.023769104108214378,91.41
4800,0.00037873018300160766,0.023416966758668424,91.42
5000,0.00011840710794785991,0.02263398477807641,91.46
5200,3.8234753446886316e-05,0.022432881779968737,91.6
5400,8.295293810078874e-05,0.022429914865642785,91.61
5600,0.0005541792488656938,0.022101038694381715,91.62
5800,0.00011410469596739858,0.021342303045094012,91.78
6000,2.6227926355204545e-05,0.02118575694039464,91.77
6200,8.170434011844918e-05,0.02113482281565666,91.85
6400,0.00024584578932262957,0.02081459779292345,91.85
6600,0.00012655842874664813,0.02032815795391798,91.99
6800,0.00010967997513944283,0.020309687592089176,91.96
7000,0.00013363065954763442,0.020022683776915073,91.96
7200,0.00017609672795515507,0.019799152202904225,92.06
7400,7.282470323843881e-05,0.01955785034224391,92.05
7600,0.00012448758934624493,0.0195033329539001,91.98
7800,0.00011913671914953738,0.01918983617797494,92.19
8000,0.00014560706040356308,0.018904568161815405,92.25
8200,6.81642341078259e-05,0.018789323326200248,92.24
8400,8.764799713389948e-05,0.01867344817146659,92.2
8600,0.0001297442795475945,0.018473816383630038,92.18
8800,0.0001205912049044855,0.01828142497688532,92.24
9000,8.338013867614791e-05,0.018118539545685052,92.15
9200,6.713005132041872e-05,0.017982948385179044,92.17
9400,0.0001577315415488556,0.01796268215402961,92.19
9600,0.00013048957043793052,0.017683859448879957,92.23
9800,9.09099035197869e-05,0.017573526408523322,92.22
10000,0.00010697943798732013,0.01749139279127121,92.19
10200,0.0001287034247070551,0.01725275246426463,92.39
10400,5.7528410252416506e-05,0.017167413234710695,92.31
10600,6.373623182298616e-05,0.017183474358171226,92.24
10800,0.00014334723528008908,0.01700102323666215,92.42
11000,9.153497376246378e-05,0.016824312042444944,92.39
11200,0.00010783632023958489,0.016791100893169642,92.33
11400,9.27593355299905e-05,0.016670462395995855,92.34
11600,4.772851025336422e-05,0.01656859666109085,92.29
11800,6.298896914813668e-05,0.016585308499634265,92.48
12000,8.422178507316858e-05,0.016492688842117787,92.34
12200,0.00018800803809426725,0.01636265544220805,92.47
12400,5.137910557095893e-05,0.01625614194199443,92.39
12600,3.4945722291013226e-05,0.016205111052840948,92.44
12800,4.262084621586837e-05,0.016127799917012454,92.53
13000,6.405833119060844e-05,0.016068486776202918,92.53
13200,0.00016399836749769747,0.0160952290520072,92.48
13400,3.308558734715916e-05,0.015804679971188305,92.5
13600,5.4094530241854955e-06,0.015789035148918627,92.49
13800,3.3326821721857414e-05,0.01584247685968876,92.47
14000,0.00017180852591991425,0.015865883231163024,92.48
14200,3.2430987630505115e-05,0.015555459726601838,92.56
14400,1.716434780973941e-05,0.01560914320871234,92.42
14600,3.3026466553565115e-05,0.015570921543985605,92.44
14800,0.00017224106704816222,0.01566272685304284,92.44
15000,5.497260644915514e-05,0.015428969636559486,92.49
