step,train_loss,test_loss,test_acc
0,420.7657775878906,271.18577728271487,6.68
200,2.562095880508423,4.0386351346969604,16.05
400,0.9896060228347778,2.077204728126526,19.02
600,0.494060754776001,1.4634922385215758,20.94
800,0.31476351618766785,1.1728149771690368,22.48
1000,0.24952666461467743,1.014530646800995,23.88
1200,0.17787696421146393,0.9134226739406586,25.36
1400,0.1417960524559021,0.8457731425762176,26.8
1600,0.11733262240886688,0.7967253506183625,27.65
1800,0.10009561479091644,0.759816300868988,28.58
2000,0.08534996956586838,0.7318565726280213,29.6
2200,0.0796273946762085,0.7074087589979172,30.36
2400,0.07068923860788345,0.6885682612657547,31.23
2600,0.06671913713216782,0.6704354286193848,32.2
2800,0.05966414883732796,0.6581591784954071,33.1
3000,0.05220085382461548,0.6437793225049973,34.0
3200,0.04841170087456703,0.632315269112587,34.72
3400,0.04199085384607315,0.6222003787755966,35.43
3600,0.04076516628265381,0.613347253203392,36.12
3800,0.035290732979774475,0.605358412861824,36.6
4000,0.035366836935281754,0.5981121152639389,37.3
4200,0.03232767432928085,0.591185799241066,38.15
4400,0.029574105516076088,0.5855183750391006,38.79
4600,0.02752726897597313,0.5764649331569671,39.3
4800,0.02385134808719158,0.5738928109407425,39.82
5000,0.025028394535183907,0.5719107836484909,40.31
5200,0.02264505624771118,0.563949590921402,41.07
5400,0.019683420658111572,0.5614081889390945,41.17
5600,0.02087687887251377,0.553405636548996,41.59
5800,0.019489938393235207,0.545185786485672,42.17
6000,0.01841246709227562,0.5430467426776886,42.4
6200,0.016069572418928146,0.5335363477468491,43.04
6400,0.016437947750091553,0.5218681126832962,43.52
6600,0.013757484033703804,0.5155881762504577,43.6
6800,0.013346241787075996,0.5127661228179932,44.43
7000,0.013748476281762123,0.5067454725503922,44.47
7200,0.015436124056577682,0.488493824005127,44.68
7400,0.015228238888084888,0.47362802624702455,45.58
7600,0.01086814608424902,0.4727611541748047,45.67
7800,0.01199325080960989,0.46755889654159544,45.7
8000,0.012958069331943989,0.44906162917613984,46.1
8200,0.010223397053778172,0.43351576924324037,46.47
8400,0.009263948537409306,0.429211762547493,47.39
8600,0.010505655780434608,0.42594441771507263,47.36
8800,0.008792368695139885,0.414052677154541,47.86
9000,0.01059427298605442,0.38936816453933715,48.32
9200,0.008211948908865452,0.39182298481464384,48.77
9400,0.00799656007438898,0.3830377906560898,49.34
9600,0.009240333922207355,0.36880422234535215,49.64
9800,0.007115210872143507,0.3607965737581253,49.72
10000,0.007278492208570242,0.3456804931163788,49.94
10200,0.006385249085724354,0.3415391370654106,50.03
10400,0.00940113328397274,0.3292690232396126,50.43
10600,0.004668942652642727,0.3107992485165596,50.92
10800,0.004260080400854349,0.30740215480327604,51.55
11000,0.0054964288137853146,0.30092400759458543,51.44
11200,0.00516815111041069,0.2863484561443329,52.12
11400,0.005722758360207081,0.28355235457420347,52.61
11600,0.0058209700509905815,0.27200073897838595,52.75
11800,0.005698786117136478,0.25928635001182554,53.5
12000,0.00288279983215034,0.2552540734410286,53.42
12200,0.005050390958786011,0.24930484890937804,54.05
12400,0.003972175065428019,0.24011005312204362,54.41
12600,0.0038668832276016474,0.23068685680627823,54.97
12800,0.0029058733489364386,0.22694769203662873,55.12
13000,0.003960034344345331,0.22095868736505508,55.76
13200,0.0023744122590869665,0.21553042829036712,55.43
13400,0.003928829915821552,0.2084236264228821,55.82
13600,0.003971468657255173,0.20077011436223985,56.76
13800,0.002751232124865055,0.192120324075222,57.15
14000,0.0029514238703995943,0.18948015570640564,57.44
14200,0.002884648507460952,0.18555129319429398,56.95
