step,train_loss,test_loss,test_acc
0,531530.625,473478.253125,8.49
200,15141.076171875,15962.305078125,8.41
400,5813.75732421875,6314.367138671875,9.18
600,3011.878662109375,3274.673486328125,9.72
800,1964.1656494140625,1928.202978515625,10.39
1000,1253.087646484375,1217.5305297851562,11.37
1200,672.9588623046875,803.2535339355469,12.28
1400,519.8072509765625,551.494580078125,12.35
1600,341.83551025390625,390.84544372558594,12.57
1800,231.76751708984375,284.66682586669924,12.53
2000,202.37213134765625,212.25072174072267,12.41
2200,150.09170532226562,162.10263595581054,12.14
2400,100.40547180175781,126.16201934814453,12.25
2600,86.98780059814453,100.2509376525879,11.41
2800,57.90470504760742,81.05471611022949,11.68
3000,51.361392974853516,66.33886184692383,11.63
3200,41.58462905883789,54.88537330627442,11.57
3400,33.019935607910156,45.57147617340088,11.72
3600,21.488967895507812,37.58764533996582,12.1
3800,17.23540687561035,31.01412754058838,11.52
4000,14.912936210632324,25.89194850921631,13.53
4200,10.507267951965332,22.19987497329712,13.31
4400,11.149460792541504,19.43032569885254,14.4
4600,7.188005447387695,17.305887603759764,14.94
4800,7.071866512298584,15.466755390167236,15.29
5000,9.595797538757324,14.028690147399903,15.26
5200,3.522850275039673,12.84012770652771,14.84
5400,3.219108819961548,11.831977081298827,16.99
5600,2.4358606338500977,10.94228391647339,16.95
5800,3.791294574737549,10.206335163116455,14.13
6000,3.22487211227417,9.586384487152099,16.43
6200,1.7872916460037231,8.996202826499939,16.69
6400,2.1116538047790527,8.510485696792603,17.81
6600,1.3229807615280151,8.050791049003601,15.99
6800,1.7289695739746094,7.674695014953613,19.76
7000,1.0354121923446655,7.337028932571411,18.75
7200,1.4823890924453735,7.025243639945984,17.35
7400,0.6152178049087524,6.799131155014038,13.35
7600,0.32283979654312134,6.526446890830994,17.06
7800,0.28762197494506836,6.287171244621277,20.27
8000,0.7751946449279785,6.103822827339172,14.22
8200,0.47625792026519775,5.913504099845886,19.39
8400,0.7373191118240356,5.760915887355805,19.95
8600,0.198241725564003,5.605644834041596,23.54
8800,0.743437647819519,5.480292499065399,19.29
9000,0.6425195932388306,5.360881066322326,21.87
9200,0.48142755031585693,5.254349613189698,21.64
9400,0.38913339376449585,5.156942224502563,24.05
9600,0.13000747561454773,5.077365911006927,19.15
9800,0.12369515001773834,4.992912065982819,24.24
10000,0.19895826280117035,4.931944727897644,16.67
10200,0.18235056102275848,4.855061542987824,20.71
10400,0.14082776010036469,4.819678282737732,20.71
10600,0.23942795395851135,4.729241895675659,24.06
10800,0.17891933023929596,4.676331865787506,19.74
11000,0.1272505819797516,4.609819555282593,25.08
11200,0.11163409799337387,4.563276135921479,24.54
11400,0.11699102073907852,4.524985647201538,23.71
11600,0.15251412987709045,4.454657435417175,24.95
11800,0.09477495402097702,4.374818444252014,27.83
12000,0.12106049805879593,4.304048144817353,17.61
12200,0.13266241550445557,4.241953253746033,25.53
12400,0.12992310523986816,4.199316048622132,27.3
12600,0.0979364812374115,4.153376483917237,27.84
12800,0.09773131459951401,4.120229852199555,15.83
13000,0.24282734096050262,4.049938857555389,20.65
13200,0.08825939148664474,3.9879892349243162,20.28
13400,0.09981290251016617,3.902771770954132,21.62
13600,0.09056352078914642,3.8358073472976684,23.2
13800,0.18792833387851715,3.7798585295677185,24.37
14000,0.08785979449748993,3.7560211181640626,21.75
14200,0.0943281278014183,3.7293090224266052,25.26
