step,train_loss,test_loss,test_acc
0,76096.6171875,68476.879296875,6.09
200,1822.1519775390625,3155.10595703125,9.95
400,769.9837646484375,1966.62666015625,9.78
600,396.8607177734375,1559.6364868164062,9.83
800,282.3114013671875,1350.9328247070312,9.69
1000,195.2893524169922,1221.9064575195312,9.88
1200,140.08900451660156,1134.0779296875,9.81
1400,99.61705780029297,1069.3181884765625,9.68
1600,80.46488189697266,1020.9604736328125,9.9
1800,62.154518127441406,980.7944763183593,9.76
2000,50.66417694091797,947.7014038085938,9.76
2200,39.43490982055664,920.3183227539063,9.78
2400,33.36970520019531,896.6033569335938,9.8
2600,27.681276321411133,876.1160400390625,9.82
2800,23.37958335876465,857.4864013671875,9.87
3000,18.371379852294922,842.5262329101563,9.92
3200,14.67465591430664,828.6711486816406,9.96
3400,13.362586975097656,815.7020141601563,9.84
3600,10.991978645324707,804.9791137695313,9.98
3800,8.977428436279297,794.3563598632812,9.96
4000,7.3626251220703125,785.0267761230468,10.0
4200,6.337189674377441,776.1115112304688,9.93
4400,5.906647682189941,767.2847900390625,9.88
4600,4.5111083984375,760.3320922851562,9.84
4800,4.368710517883301,753.5015686035156,9.85
5000,2.858170509338379,747.2261291503906,9.86
5200,3.2303073406219482,742.1362487792969,9.9
5400,2.183043956756592,737.5735656738282,9.91
5600,2.0031933784484863,731.8428771972656,9.91
5800,1.4156978130340576,727.6640380859375,9.93
6000,1.291461706161499,724.0430480957032,9.91
6200,0.9748873114585876,719.5616760253906,9.84
6400,1.0805948972702026,714.7008056640625,9.89
6600,0.7882406711578369,711.2743957519531,9.87
6800,1.3077439069747925,705.6660034179688,9.94
7000,1.249503493309021,701.8539794921875,9.92
7200,1.2510535717010498,693.41337890625,9.97
7400,4.532912731170654,681.3351867675781,9.87
7600,1.2715917825698853,668.3108459472656,9.92
7800,0.8898471593856812,661.292138671875,9.98
8000,1.5976018905639648,657.3991882324219,9.84
8200,3.489406108856201,625.9250946044922,9.88
8400,0.5063612461090088,618.4078399658204,9.89
8600,0.2641938030719757,616.0259796142578,9.81
8800,2.5024831295013428,609.3116882324218,9.91
9000,2.342379331588745,584.342886352539,9.87
9200,0.6628076434135437,581.1918121337891,9.91
9400,2.1641905307769775,571.5456573486329,9.78
9600,2.020902633666992,564.0532470703125,10.01
9800,1.9933401346206665,547.86044921875,10.01
10000,3.468782424926758,524.0977630615234,9.97
10200,0.641089916229248,517.4619720458984,10.08
10400,0.4942212402820587,513.6843902587891,10.05
10600,1.5025572776794434,507.9380859375,9.83
10800,1.8229001760482788,478.990185546875,9.72
11000,0.6876499056816101,474.7879608154297,9.96
11200,1.2634090185165405,465.68601684570314,10.01
11400,2.5740113258361816,451.6523101806641,9.79
11600,0.6790285706520081,437.41362915039065,9.85
11800,0.4621749222278595,432.6544891357422,9.96
12000,1.1040222644805908,427.443701171875,9.92
12200,1.9906765222549438,416.0794342041016,9.78
12400,1.512987494468689,403.40302124023435,9.8
12600,1.4374195337295532,389.1222229003906,9.89
12800,0.4987045228481293,383.5277862548828,10.06
13000,1.2955522537231445,378.1235626220703,9.95
13200,1.349511981010437,365.06487426757815,9.75
13400,1.2473431825637817,353.5602569580078,10.04
13600,1.1506623029708862,344.45172424316405,10.02
13800,0.7335376143455505,338.1843322753906,9.85
14000,0.9809706211090088,326.27449493408204,9.97
14200,0.567112922668457,320.73470611572264,10.06
14400,0.7681241631507874,316.07434539794923,9.95
14600,1.557207703590393,305.3340179443359,10.05
14800,1.2834827899932861,296.4702209472656,10.06
15000,0.7546173334121704,287.0934097290039,9.82
15200,0.4298934042453766,283.33348693847654,10.01
15400,1.5719043016433716,274.82445526123047,9.84
15600,0.7406742572784424,267.7157669067383,10.08
15800,0.7711660265922546,260.8376800537109,9.94
16000,0.8769117593765259,254.66336975097656,9.92
16200,0.6121968030929565,247.5079147338867,10.19
16400,0.5771408677101135,243.1678939819336,9.97
16600,1.4017270803451538,237.20240325927733,10.35
16800,0.6577141284942627,226.96624450683595,10.02
17000,0.3745483160018921,222.73211364746095,9.96
17200,0.7964966893196106,219.1331802368164,10.08
17400,0.8484053015708923,209.99923553466797,10.15
17600,0.592803418636322,205.12983093261718,9.91
17800,0.48599937558174133,200.98172760009766,9.97
18000,0.49290844798088074,197.71102905273438,9.93
18200,1.0474536418914795,187.3055404663086,10.18
18400,0.3394850492477417,182.3280990600586,10.28
18600,0.48880043625831604,180.6735076904297,9.98
18800,0.45829519629478455,173.8275619506836,10.05
19000,0.5657953023910522,171.44884490966797,10.07
19200,0.39689478278160095,166.4256393432617,10.13
19400,0.6330559253692627,162.1308120727539,10.15
19600,0.4119706451892853,156.48268356323243,10.13
19800,0.2351287603378296,153.88288421630858,10.21
20000,0.6185299158096313,150.54879913330078,10.01
20200,0.4994984269142151,144.89137115478516,10.13
20400,0.37374669313430786,140.5677047729492,10.32
20600,0.2715960741043091,136.95366744995118,10.17
20800,0.41973957419395447,135.21373825073243,10.28
21000,0.5914822816848755,130.87219161987304,10.01
21200,0.5423529148101807,127.02000122070312,10.45
21400,0.2594066560268402,122.9034439086914,10.44
21600,0.2233894169330597,121.03563613891602,10.17
21800,0.6067548990249634,117.50272140502929,10.18
22000,0.349567174911499,112.60463638305664,10.22
22200,0.20411819219589233,110.84733810424805,10.26
22400,0.31858229637145996,108.68690948486328,10.3
22600,0.385660856962204,105.2168182373047,10.27
22800,0.2757439613342285,102.51059036254883,10.36
23000,0.30043739080429077,98.96108474731446,10.18
23200,0.39914077520370483,96.57865142822266,10.46
23400,0.21444553136825562,93.52314453125,10.51
23600,0.47988781332969666,91.65876541137695,10.41
23800,0.2992759346961975,88.37439651489258,10.42
24000,0.2424522191286087,86.16350326538085,10.53
24200,0.16482889652252197,84.44225540161133,10.44
24400,0.3181898593902588,81.20615921020507,10.49
24600,0.19034211337566376,79.11482238769531,10.53
24800,0.35196250677108765,77.28153762817382,10.77
25000,0.20546872913837433,74.53339424133301,10.68
25200,0.19550728797912598,72.42068443298339,10.44
25400,0.18101856112480164,70.61288146972656,10.43
25600,0.16253206133842468,69.08735313415528,10.62
25800,0.3432748019695282,67.05158958435058,10.58
26000,0.20798847079277039,63.81954078674316,10.53
26200,0.08089321106672287,62.351416015625,10.61
26400,0.15208786725997925,61.74718475341797,10.46
26600,0.27349573373794556,59.09139709472656,10.65
26800,0.15997642278671265,56.72426147460938,10.86
27000,0.25005629658699036,55.69587783813476,10.59
27200,0.20238547027111053,53.231353759765625,10.79
27400,0.08303344249725342,52.39934959411621,10.74
27600,0.09061463177204132,51.73275604248047,10.65
27800,0.2685108184814453,49.67038116455078,10.92
28000,0.11636500805616379,47.68211441040039,10.78
28200,0.06854546070098877,46.94497795104981,10.97
28400,0.2129366546869278,45.85831871032715,11.08
28600,0.24770548939704895,43.565101623535156,10.84
28800,0.07744194567203522,42.45217094421387,11.08
29000,0.09251780807971954,41.869882583618164,10.94
29200,0.22920750081539154,39.54770278930664,10.96
29400,0.08689070492982864,38.57485561370849,11.03
29600,0.07835370302200317,37.763006401062015,11.15
29800,0.07842275500297546,37.02624778747558,11.27
30000,0.20936499536037445,35.73850593566895,10.96
30200,0.07821249961853027,34.39360580444336,10.99
30400,0.11223164945840836,33.67098865509033,11.37
30600,0.11465805768966675,32.482488822937015,11.3
30800,0.09457249939441681,31.44867858886719,11.19
31000,0.0972919687628746,30.65548782348633,11.54
31200,0.1549958884716034,29.638550758361816,11.37
31400,0.12221581488847733,28.360285377502443,11.24
31600,0.06721267849206924,27.533266258239745,11.52
31800,0.07295750826597214,27.036363983154295,11.43
32000,0.10027825087308884,26.087796020507813,11.73
32200,0.09939488768577576,25.07845821380615,11.45
32400,0.03761235997080803,24.518370628356934,11.46
32600,0.04950458183884621,24.08806495666504,11.65
32800,0.16190366446971893,23.408227157592773,11.87
33000,0.06359955668449402,22.300792121887206,11.63
33200,0.08208920806646347,21.730162620544434,11.72
33400,0.06169956177473068,20.899565505981446,11.96
33600,0.10120932012796402,20.4753999710083,11.8
33800,0.06671136617660522,19.662925910949706,11.77
34000,0.08306938409805298,19.14010066986084,11.9
34200,0.05055297911167145,18.365562915802002,11.95
34400,0.06312111765146255,17.99862594604492,12.15
34600,0.054159920662641525,17.368247985839844,12.09
34800,0.09311607480049133,16.87942190170288,12.01
35000,0.04820762202143669,16.013393497467042,12.32
35200,0.04669324681162834,15.662599277496337,12.06
35400,0.04460299760103226,15.24415922164917,12.31
35600,0.05666235461831093,14.74881067276001,12.22
35800,0.056290533393621445,14.274344444274902,12.42
36000,0.04637997969985008,13.676839637756348,12.44
36200,0.0508313924074173,13.365497589111328,12.55
36400,0.04257268086075783,12.828044128417968,12.59
36600,0.03334227576851845,12.482804489135741,12.62
36800,0.04833880066871643,12.111594867706298,12.62
37000,0.06032798811793327,11.721889114379882,12.91
37200,0.028593847528100014,11.21476936340332,12.94
37400,0.03760233521461487,10.990203857421875,12.85
37600,0.06012684106826782,10.599589920043945,13.09
37800,0.03800468519330025,10.278804302215576,13.19
38000,0.05753333866596222,10.018516063690186,12.97
38200,0.04709256812930107,9.495786142349242,13.41
38400,0.02836807444691658,9.222587203979492,13.2
38600,0.02921658381819725,8.917628574371339,13.51
38800,0.03324500471353531,8.635934543609618,13.26
39000,0.04038030654191971,8.31495041847229,13.7
39200,0.02997245080769062,8.078412818908692,13.78
